cost,weight,type
0.7485277291802587,0.7276932517572974,1
0.8525026787851893,0.6420877220143278,1
0.7194640876206201,0.6723446189759827,1
0.8511922556247575,0.7426571757353145,1
0.7922483864576935,0.835412291604103,1
0.8441163042240645,0.8297137875326849,1
0.8556987930929373,0.7896947311994762,1
0.6959082811877412,0.720034347637363,1
0.8065497460280066,0.7755116469744233,1
0.7592320609656615,0.7196935791646137,1
0.8047886393452134,0.8215545476294409,1
0.7633653672344723,0.8556774336503838,1
0.7611719002104355,0.8294682879868259,1
0.8038440468898017,0.7959617316168194,1
0.7392055661485083,0.6621693560039266,1
0.7314479523105198,0.8298095399935231,1
0.8446208231258643,0.665866312007901,1
0.8060994141263833,0.7918253180274913,1
0.8275008283249432,0.7877128125055879,1
0.8851246863073564,0.7793248787690246,1
0.7188259977259774,0.7564091919382548,1
0.8557637681166208,0.7484831488820713,1
0.7338697304206542,0.7900340861800889,1
0.7116425700800071,0.7656888514488248,1
0.8301083938557037,0.7753299295995891,1
0.8538012545711235,0.7982982640275527,1
0.8596844066815473,0.7231742858263821,1
0.8464878185237067,0.8418736538367113,1
0.8084375738324061,0.7817802154153705,1
0.5792881745183082,0.7600876617692106,1
0.8940788475630597,0.7525400241832882,1
0.7740793304355903,0.7675352831550842,1
0.8853268891795618,0.8023373117145876,1
0.8664154779881967,0.8442626034321273,1
0.7649803089169535,0.7820750348700393,1
0.8147565381523438,0.7642153590083226,1
0.8163914234638562,0.7819898431672593,1
0.8331674149781917,0.7663307552268818,1
0.8898814236266639,0.725410454202795,1
0.8204199766777897,0.7756283448187369,1
0.7934561902278131,0.7989819250883894,1
0.8241057026642877,0.8673760700483718,1
0.8286988540460186,0.8587446340436315,1
0.8527055295373084,0.7542297886749219,1
0.7813757420542342,0.7629638956084765,1
0.8519620865881448,0.827646368626957,1
0.7415225642711125,0.7288233509056011,1
0.7638305779302348,0.8243496380472843,1
0.7824016965559982,0.6767996216183463,1
0.8334700826285243,0.751312897551067,1
0.8855038965555366,0.7396649164574773,1
0.7902822385003935,0.7478524023867709,1
0.8279281238312959,0.78534196580084,1
0.9022267065553812,0.6077693038376479,1
0.8486623055091616,0.8803665717938534,1
0.8843580094568054,0.7173462821693698,1
0.8591196484140943,0.7400669087469497,1
0.8597019503120064,0.7418326207471014,1
0.814179541986936,0.7397193098725448,1
0.7806913294938872,0.6520991450745932,1
0.7761356818304898,0.8757833911145783,1
0.7886333093069635,0.7367486683839245,1
0.8198362967258341,0.7815567202643368,1
0.6764039012718932,0.7756983868989015,1
0.8272564204903194,0.8398789328476661,1
0.7325433960477449,0.7562156670299713,1
0.7930868163827569,0.7437039176189086,1
0.757996793371484,0.7493642961739808,1
0.8031925161054008,0.7815392277452728,1
0.7133170089839443,0.8061224353983203,1
0.7937883177109908,0.7191880879013648,1
0.8759920752825205,0.7340489942240481,1
0.7346148566605867,0.8810347675226239,1
0.7735778519309838,0.6589689400694647,1
0.7605931279862337,0.7955351704855818,1
0.8225863614236759,0.7746400402005579,1
0.7190933895868258,0.6772638125467048,1
0.8108780566695654,0.9066355172583497,1
0.8546460256395465,0.8203229955261503,1
0.8036608300412119,0.8364650685230881,1
0.7997416637946111,0.8226644878985144,1
0.8285299129994081,0.661461559786412,1
0.8809900887674935,0.730636941074739,1
0.8085527767563779,0.8423411059883064,1
0.8341595944377077,0.6623307499982903,1
0.7432799871655734,0.7935844787796069,1
0.8360808621224595,0.8492822574116343,1
0.8195768395236059,0.71004694895853,1
0.7757295643663988,0.6550154236113386,1
0.808571286969803,0.7917386485829323,1
0.837593959476512,0.8188292506013354,1
0.811841896993824,0.6984191239747889,1
0.7472823393975905,0.6858606323948858,1
0.8669563006090439,0.7368336562602525,1
0.6237990477844069,0.7651876383255685,1
0.7977405961573409,0.7837246931839322,1
0.7843039363218973,0.6366371911000073,1
0.7135693769135827,0.8178836670105744,1
0.846270389725399,0.7241540613045105,1
0.747786448324572,0.7220296424421815,1
0.7217223950050786,0.7274810739592505,1
0.808427963364309,0.82261169795513,1
0.8010941168552212,0.7348645747557229,1
0.875982524664762,0.8839065277035882,1
0.7501536982875998,0.7994031496221607,1
0.8215098722886397,0.7489319359586256,1
0.8349475316247353,0.7817047447942854,1
0.8793457186735948,0.6774453521272692,1
0.7596967150532763,0.7297855546603651,1
0.9391327115285162,0.7760401108081456,1
0.829333758406397,0.7400303346379209,1
0.7372917438458604,0.8287036391437878,1
0.8246340973623549,0.7738194786599557,1
0.7822223774607003,0.8071600959272638,1
0.8626170463330989,0.8262565330982046,1
0.8241807804251017,0.8267445401505333,1
0.6674752063352013,0.8130816647878858,1
0.7252831160784252,0.6939704853702965,1
0.7736851890242239,0.6796233280515601,1
0.8081482767476836,0.7610790631093857,1
0.8985382603709999,0.7712633177081429,1
0.787983586002784,0.659191827618275,1
0.8672924694863258,0.7147436681721085,1
0.7820541202042068,0.8353127860779372,1
0.8534651006564264,0.8301454770039267,1
0.9016215597832811,0.7930851543742913,1
0.7846925176368214,0.6924963399097206,1
0.8844689570217129,0.7858702413166444,1
0.7896183097183822,0.8173729521406099,1
0.846919842206797,0.6638432563726094,1
0.7877756105654347,0.8328761953725615,1
0.8011233941445343,0.6992046406586307,1
0.6703368560040553,0.8109372814568829,1
0.7441849886220991,0.830331686314978,1
0.9097791085453982,0.7617184705672786,1
0.9444505487633392,0.8156067848541977,1
0.73314295579075,0.7237658688412836,1
0.83072599099446,0.8323572055917359,1
0.7699235922599273,0.763782714654462,1
0.7727888688592914,0.7307824194356626,1
0.868377512730986,0.8732688628233931,1
0.8668356453192396,0.7332749599483097,1
0.7103867573608967,0.8265439466738156,1
0.8292429415028281,0.8035788385748857,1
0.7831496163104777,0.7079898426743092,1
0.858704875094805,0.8559186960430909,1
0.8110939099077132,0.748008586621325,1
0.7796031366251661,0.6679928943107807,1
0.7784837422787508,0.7264645986421894,1
0.8341665236106418,0.8195793978569467,1
0.7649632814956636,0.8111445635429418,1
0.7939790068743364,0.7516266102777829,1
0.7724589468610856,0.8920503349534643,1
0.9349300596650568,0.7609976150560372,1
0.8447529412517409,0.7716412075196347,1
0.8371634126005228,0.7640227928597916,1
0.8929624322672408,0.9269006089018935,1
0.8004121910764367,0.8970574120654392,1
0.8836638323137398,0.8764679439161434,1
0.6986721982464175,0.783690694045492,1
0.7726406898950906,0.786308479820418,1
0.8104078245304068,0.8587841392656639,1
0.8121782798360659,0.7210809604677957,1
0.8338141771868759,0.8031371848702846,1
0.7173379776637367,0.7018217534739384,1
0.7380161828163061,0.6643166106293005,1
0.8474650728050713,0.6555756023979326,1
0.8200521634303088,0.803663670258117,1
0.7663004158621467,0.6300194540994224,1
0.7456085453810501,0.7267965111879132,1
0.7492940559063298,0.7875958864642681,1
0.8249308727468672,0.7926837807645666,1
0.853336432902561,0.7596257865973653,1
0.8513104211404825,0.7374156007210169,1
0.8812346926119756,0.663571112056879,1
0.7474957387718623,0.7934345417150398,1
0.8252226371617926,0.8911283847075179,1
0.813080887279053,0.7965312038926594,1
0.8453524605957681,0.8600671741644386,1
0.7337543120354645,0.7257144009838411,1
0.7330057429048122,0.7837526079919966,1
0.8394554965234877,0.776054595779286,1
0.8437662246318675,0.7373412073891972,1
0.8938244851208922,0.7826128276410866,1
0.7532564326010351,0.8099714880302787,1
0.7764729534502576,0.8140154159207671,1
0.8804857733568441,0.8420016490944676,1
0.7414276476193598,0.7145980546653845,1
0.8164078673443461,0.8444658095430172,1
0.8570567493921685,0.7605579464438404,1
0.6857888727450747,0.7244079520752387,1
0.788235125005235,0.8388858100601714,1
0.8309594985861934,0.6713779260543824,1
0.7732646805462524,0.8180620899295983,1
0.9518071249347131,0.7006874509589328,1
0.6752209683099176,0.6982143708875918,1
0.8103840669385576,0.8380873448578487,1
0.7201671420651368,0.6862996391249891,1
0.893799300098471,0.7306104181576377,1
0.7938312573363141,0.7472643747033835,1
0.8512129384054685,0.77224142491107,1
0.8859783256996794,0.7835896265883604,1
0.8660599639852682,0.7990492487440224,1
0.7172444031558242,0.7797143772723996,1
0.8267305559653101,0.691699801088922,1
0.884095438540719,0.7569010622772806,1
0.8036204579954082,0.777210317795819,1
0.8493414258033313,0.6339052813436044,1
0.8732580130689228,0.8155973340641025,1
0.7675201792261478,0.7754423631508157,1
0.792201230376026,0.7355314029640845,1
0.748785470174032,0.7895637439023312,1
0.8210609857726902,0.7208714357368856,1
0.8110555802547094,0.8141829612645297,1
0.7400093172912143,0.7425494495781583,1
0.725190481220826,0.6776639692903542,1
0.7935113393221805,0.7002779270604987,1
0.818980243868613,0.7822257833632821,1
0.7163347303803826,0.7706428328777369,1
0.8181140852817436,0.8403470158642858,1
0.8018680819807372,0.6729363853239156,1
0.695026969991434,0.8003257013776917,1
0.7379572721281666,0.7617453828593685,1
0.7648112481696664,0.7561111167991121,1
0.8083528392194829,0.9137327975286083,1
0.7568932219582971,0.7745512671340811,1
0.833612819700701,0.8065389686004323,1
0.7797574577303507,0.689069838345102,1
0.8384226008787217,0.6486746784512398,1
0.8049752287603752,0.786744546021621,1
0.8886500881997229,0.8337509836114861,1
0.7911537626701053,0.9088945092125303,1
0.9025059622495696,0.7596964246483526,1
0.8669432233100919,0.6644582882915413,1
0.785044308948698,0.9040242506066389,1
0.8886370767361431,0.7665529986176381,1
0.7873833275070776,0.7216228192442399,1
0.8002560146107601,0.7565353505424355,1
0.8435134946076813,0.5659848135501542,1
0.8784083396802248,0.7802484629498463,1
